ref,title,author,lastRunTime,totalVotes
sunderekkiz/birdclef-2026-exp019-eos4-rank-power-06,birdclef 2026 exp019 eos4 rank power 06,Derek,2026-05-17 12:00:15.713000,101
nina2025/birdclef-2026-eos-4,BirdCLEF+ 2026 | EoS.4,F.A.Nina,2026-05-17 01:08:38.970000,198
vyankteshdwivedi/birdclef-2026-protossm-sed-0-948,BirdCLEF+ 2026 · ProtoSSM + SED · 0.948,zorojuro,2026-05-16 17:24:51.257000,32
raunakdey07/birdclef-2026-v6,BirdCLEF+ 2026 V6,Raunak Dey,2026-05-17 08:43:15.997000,16
safar1/lb-score-0-948,[LB] [SCORE] [0.948],Safarbek,2026-05-17 12:47:53.867000,93
youssefmo942009/lb-0-948,LB 0.948,youssef abukhalifa,2026-05-16 13:23:22.693000,121
pilkwang/948-birdclef-26-acoustic-time-window-rank-fusion,948- BirdCLEF+ 26 Acoustic Time-Window Rank Fusion,Pilkwang Kim,2026-05-16 22:47:44.307000,77
adarsh5harma/birdclef-2026-v54-lb-0948-swap,BirdCLEF 2026 v54 lb 0948 swap,Adarsh Sharma,2026-05-16 15:53:21.120000,3
mtoshidesu/test-0-948,test- 0.948,m-toshi desu,2026-05-17 00:07:02.847000,14
zeyadmohamadezzat/birdclef-2026-eos-parity-inference,BirdCLEF+ 2026 | EOS Parity Inference,Zeyad Mohamad Ezzat,2026-05-16 21:26:29.270000,5
karnakbaevarthur/power-optimization,Power optimization,Karnakbayev Artur,2026-05-16 19:04:36.500000,48
mtoshidesu/birdclef-2026-visual-cpu-inference,BirdCLEF 2026 | Visual CPU Inference,m-toshi desu,2026-05-17 15:47:15.137000,17
karnakbaevarthur/optimized-dual-architecture-ensemble,Optimized Dual-Architecture Ensemble,Karnakbayev Artur,2026-05-17 11:25:39.137000,4
amulopapa67/birdclef-2026-youssef-lb0948-20260517,birdclef 2026 youssef lb0948 20260517,amulopapa67,2026-05-17 09:12:13.957000,0
kotata0306/birdclef-2026-youssef-lb0948-base,BirdCLEF 2026 Youssef LB0948 Base,Kotata0306,2026-05-17 10:56:58.157000,2
kotata0306/birdclef-2026-youssef-b1c1-smooth-spike,BirdCLEF 2026 Youssef B1C1 Smooth Spike,Kotata0306,2026-05-17 13:21:44.530000,0
kotata0306/birdclef-2026-youssef-a1-rankblend-sedup,BirdCLEF 2026 Youssef A1 Rankblend Sedup,Kotata0306,2026-05-17 13:21:44.703000,0
kotata0306/birdclef-2026-youssef-e3-nonaves-sed-guard,BirdCLEF 2026 Youssef E3 NonAves SED Guard,Kotata0306,2026-05-17 14:28:39.727000,0
kotata0306/birdclef-2026-youssef-c2-birdnet-aves-spike,BirdCLEF 2026 Youssef C2 BirdNET Aves Spike,Kotata0306,2026-05-17 14:28:41.883000,0
raunakdey07/birdclef-26-v7-notebook,BirdCLEF+ '26 V7 Notebook,Raunak Dey,2026-05-14 04:30:23.327000,104
aixonvittle/train-model-tf,Train_model_TF,BNBU Liang Jun,2026-05-17 00:37:14.403000,1
meenalsinha/birdclef-2026-improved,BirdCLEF+ 2026 Improved,Meenal Sinha,2026-05-17 16:20:16.797000,55
raunakdey07/birdclef-2026-deep-protossm-sed-dynamic-blend,BirdCLEF+ 2026 | Deep ProtoSSM & SED Dynamic Blend,Raunak Dey,2026-05-15 05:51:51.080000,58
nina2025/birdclef-2026-eos-3,BirdCLEF+ 2026 | EoS.3,F.A.Nina,2026-05-14 00:19:27.570000,109
mtoshidesu/birdclef-2026-0-947-lb-public-pipeline-reproduced,BirdCLEF 2026 0.947 LB: Public Pipeline Reproduced,m-toshi desu,2026-05-15 06:03:18.223000,160
yaroslavkholmirzayev/birdnet-third-branch-site-hour-prior-restore,BirdNET Third Branch + Site-Hour Prior Restore,Yaroslav kholmirzayev,2026-05-13 14:25:02.583000,37
romanrozen/birdclef-2026-stable-0-947,BirdCLEF+ 2026 stable 0.947,Roman Rozen,2026-05-14 19:06:36.177000,15
wangdongyang/birdclef-2026-0-947-lb-b2-blend,birdclef-2026-0-947-lb-b2-blend,WANG DONGYANG,2026-05-13 18:52:04.510000,5
youssefmo942009/small-tweaks-on-lb-score-0-947,Small tweaks on [LB] [SCORE] [0.947],youssef abukhalifa,2026-05-13 19:59:18.297000,33
anthonytherrien/birdclef-ensemble-of-solutions,BirdCLEF+ | Ensemble of solutions,AnthonyTherrien,2026-05-16 14:03:04.543000,27
adarsh5harma/birdclef-2026-v42-fork-0947,BirdCLEF 2026 v42 fork 0947,Adarsh Sharma,2026-05-14 22:11:21.383000,3
youssefmo942009/0-947-lb-improved,0.947 lb improved,youssef abukhalifa,2026-05-15 00:50:36.180000,48
adarsh5harma/birdclef-2026-v44-nina-q4,BirdCLEF 2026 v44 nina q4,Adarsh Sharma,2026-05-15 08:54:22.260000,2
adarsh5harma/birdclef-2026-v45-improved,BirdCLEF 2026 v45 improved,Adarsh Sharma,2026-05-15 09:22:18.510000,3
mtoshidesu/lb-improved, lb improved,m-toshi desu,2026-05-16 14:29:39.307000,35
adarsh5harma/birdclef-2026-v46-raunak-deep,BirdCLEF 2026 v46 raunak deep,Adarsh Sharma,2026-05-15 10:44:03.723000,1
adarsh5harma/birdclef-2026-v47-iter-pseudo,BirdCLEF 2026 v47 iter pseudo,Adarsh Sharma,2026-05-15 18:09:18.623000,0
adarsh5harma/birdclef-2026-v48-effnet18,BirdCLEF 2026 v48 effnet18,Adarsh Sharma,2026-05-15 18:40:51.070000,0
adarsh5harma/birdclef-2026-v50-dual-iter,BirdCLEF 2026 v50 dual iter,Adarsh Sharma,2026-05-15 21:22:27.327000,0
henggao25/birdclef-2026-eos3-tail-only,birdclef-2026-eos3-tail-only,Heng Gao,2026-05-15 21:55:50.240000,0
henggao25/birdclef-2026-eos3-variant-e,birdclef-2026-eos3-variant-e,Heng Gao,2026-05-15 21:55:56.133000,0
adarsh5harma/birdclef-2026-v51-triple-iter,BirdCLEF 2026 v51 triple iter,Adarsh Sharma,2026-05-15 22:46:49.553000,0
adarsh5harma/birdclef-2026-v56-200ep-tta,BirdCLEF 2026 v56 200ep tta,Adarsh Sharma,2026-05-16 13:02:58.113000,0
amulopapa67/bc26-full-yous-gate-rb035-nb-20260517,bc26 full yous gate rb035 nb 20260517,amulopapa67,2026-05-17 12:21:30.247000,0
imaadmahmood/birdclef-2026-perch-v2-protossm-0-925,BirdCLEF+ 2026 — Perch v2 + ProtoSSM · 0.925,Imaad Mahmood,2026-05-17 15:14:03.870000,359
eslamelokpy/birdclef2026-v20d,Birdclef2026 v20D,Eslam Elokpy,2026-05-17 11:37:14.780000,17
needless090/birdclef-2026-iter-pseudo-perch-sed-lb-0-935-ft,BirdCLEF+ 2026 Iter-Pseudo Perch+SED LB 0.935 ft,没落者,2026-05-12 01:20:54.480000,86
afr1ste/birdclef-2026-0-946-updated-perch-sed,BirdCLEF+ 2026 0.946 | Updated Perch + SED,Afr1ste,2026-05-10 19:55:38.947000,86
raunakdey07/birdclef-26-v5-notebook,BirdCLEF+ '26 V5 Notebook,Raunak Dey,2026-05-10 19:53:14.810000,69
raunakdey07/birdclef-2026-multi-model-ensemble,BirdCLEF+ 2026 | Multi-Model Ensemble,Raunak Dey,2026-05-08 10:09:57.687000,243
needless090/birdclef-2026-perch-sed-lb-0-946-clap,BirdCLEF+ 2026 Perch+SED LB 0.946 clap,没落者,2026-05-08 14:06:48.753000,74
ulyanovantonamaranta/birdclef-2026-gate-f008-mirrorrare-rt010,BirdCLEF+ 2026 Gate F008 MirrorRare RT010,Amaranta,2026-05-08 07:23:41.377000,1
sangrampatil5150/birdclef-2026-v8,BirdCLEF+ 2026 V8,Sangram Patil,2026-05-09 16:40:54.587000,5
yaroslavkholmirzayev/0-946-replay-with-robust-inputs,0.946 Replay With Robust Inputs,Yaroslav kholmirzayev,2026-05-09 22:15:39.803000,107
mtoshidesu/birdclef-2026,🐦 BirdCLEF 2026,m-toshi desu,2026-05-12 14:30:46.647000,84
johnjanson/agiclef-2026-v10-pro-max,😇AgiCLEF+ 2026 V10 Pro Max😇,bogdan janson,2026-05-08 21:02:28.957000,18
youssefmo942009/edits-birdclef-2026-perch-v2-protossm-0-925,Edits BirdCLEF+ 2026 — Perch v2 + ProtoSSM · 0.925,youssef abukhalifa,2026-05-10 17:57:49.287000,9
claudedevore/birdclef-2026-r0946-raunak-sed-blend-submit,BirdCLEF 2026 R0946 Raunak SED Blend Submit,Claude Devore,2026-05-09 17:22:37.520000,1
yuki16/bird-clef2026-perch-protossm-vectormlp-fattail-sed,Bird_CLEF2026_perch_protossm_vectormlp_fattail_sed,yuki16,2026-05-10 12:50:55.980000,0
zeyadmohamadezzat/birdclef-2026-two-branch-perch-sed-sidecar,BirdCLEF+ 2026 | Two-Branch Perch + SED + Sidecar,Zeyad Mohamad Ezzat,2026-05-13 17:35:10.927000,47
yuki16/bird-clef2026-perch-prot-vectormlp-fattail-sed-v2,Bird_CLEF2026_perch_prot_vectormlp_fattail_sed_v2,yuki16,2026-05-11 13:16:00.297000,0
henryszy/bc2026-raunak0946-direct-v44,bc2026 raunak0946 direct v44,Henryszy,2026-05-11 07:54:01.253000,13
mtoshidesu/testbirdclef-2026-ensemble-of-solutions-3,testBirdCLEF+ 2026 | Ensemble of solutions 3,m-toshi desu,2026-05-12 11:59:12.227000,1
beicicc/birdclef2026-kosuke-convnext-may12,birdclef2026 kosuke convnext may12,Kun Zhang,2026-05-12 13:01:21.407000,15
beicicc/birdclef2026-kosuke-sed-may12,birdclef2026 kosuke sed may12,Kun Zhang,2026-05-12 14:08:04.430000,4
yuki16/bird-clef2026-perch-prot-vectormlp-fattail-sed-v3,Bird_CLEF2026_perch_prot_vectormlp_fattail_sed_v3,yuki16,2026-05-12 14:25:39.550000,0
henryszy/bc2026-raunak0946-v49-condhead,bc2026 raunak0946 v49 condhead,Henryszy,2026-05-13 03:06:06.003000,1
mtoshidesu/rst-kosuke-convnext-may12,rst kosuke convnext may12,m-toshi desu,2026-05-13 03:41:17.017000,1
henryszy/bc2026-raunak0946-clap-v53,bc2026 raunak0946 clap v53,Henryszy,2026-05-13 09:02:55.677000,2
lucataco/bc26-henry-clap-v53-fasttop,bc26 henry clap v53 fasttop,lucataco,2026-05-13 09:17:43.513000,1
phyterx/birdclef-2026-v3-cv9245-sidecar-w0-05,BirdCLEF+ 2026: v3 + CV9245 sidecar w0.05,Phyter x,2026-05-13 09:57:55.507000,2
henryszy/bc2026-raunak0946-ppens-v54,bc2026 raunak0946 ppens v54,Henryszy,2026-05-13 10:02:02.197000,1
claudedevore/birdclef-2026-r0947-ted-improved-submit,BirdCLEF 2026 R0947 Ted Improved Submit,Claude Devore,2026-05-13 13:58:48.677000,2
claudedevore/bc26-species-router-v2,BC26 Species Router V2,Claude Devore,2026-05-14 08:43:58.087000,0
chaneyma/bc26-gate-v38-full-nina-shared-perch,bc26 gate v38 full nina shared perch,Suda,2026-05-14 13:49:00.520000,0
chaneyma/bc26-gate-v42-full-nina-v21d15mlp-rank40,bc26 gate v42 full nina v21d15mlp rank40,Suda,2026-05-15 13:53:03.377000,0
kruzzcc/birdclef-2026-owned-convnext-v2-active-alpha03,birdclef-2026-owned-convnext-v2-active-alpha03,kruzzcc,2026-05-15 02:31:15.360000,0
kruzzcc/birdclef-2026-owned-convnext-v2-active-alpha01,birdclef-2026-owned-convnext-v2-active-alpha01,kruzzcc,2026-05-15 02:33:31.517000,0
kruzzcc/bc26-convnext-v3r3-active-a03,bc26-convnext-v3r3-active-a03,kruzzcc,2026-05-15 04:23:25.227000,0
chaneyma/bc26-gate-v48-birdnet-gate-default,bc26 gate v48 birdnet gate default,Suda,2026-05-15 16:07:38.417000,0
kruzzcc/bc26-claude-r0947-birdnet,bc26-claude-r0947-birdnet,kruzzcc,2026-05-16 00:49:33.637000,1
kruzzcc/bc26-nina-eos4-fixed,bc26-nina-eos4-fixed,kruzzcc,2026-05-16 04:30:26.100000,0
kruzzcc/bc26-raunak-deep-dyn-bn,bc26-raunak-deep-dyn-bn,kruzzcc,2026-05-16 04:30:26.240000,1
chaneyma/bc26-gate-v54-v38-eos4-light-post,BC26 Gate v54 v38 EoS4 light post,Suda,2026-05-16 09:18:22.230000,0
claudedevore/birdclef-2026-r0947-proto-rescue-submit,BirdCLEF 2026 R0947 Proto Rescue Submit,Claude Devore,2026-05-16 12:28:36.843000,1
sachchidanandadaki/birdclif-perch-v2-stablehlo-compatibility,birdClif Perch v2 StableHLO compatibility,Sachidanand,2026-05-14 08:51:12.467000,5
ulyanovantonamaranta/birdclef-2026-gate-fake008-head0015,BirdCLEF+ 2026 Gate Fake008 Head0015,Amaranta,2026-05-06 22:39:38.360000,333
cliff376/bc26-public-gate-combo-pc010-v2,BC26 Public Gate Combo PC010 V2,cliff376,2026-05-05 16:22:52.753000,193
mtoshidesu/birdclef-2026-0-941-public-lb-onnx-perch-pr,BirdCLEF+ 2026 | 0.941 Public LB | ONNX Perch + Pr,m-toshi desu,2026-05-10 15:03:37.880000,86
henryszy/bc2026-robust-ppens-v25,bc2026 robust ppens v25,Henryszy,2026-05-09 08:24:15.437000,3
henryszy/bc2026-robust-sedtilt-ppens-v27,bc2026 robust sedtilt ppens v27,Henryszy,2026-05-09 11:01:31.717000,0
henryszy/bc2026-robust-pure-sedtilt-v28,bc2026 robust pure sedtilt v28,Henryszy,2026-05-09 11:16:37.657000,0
henryszy/bc2026-robust-top2pp-ppens-v30,bc2026 robust top2pp ppens v30,Henryszy,2026-05-09 16:46:57.597000,0
claudedevore/birdclef-2026-r0946-birdnet-3way-submit,BirdCLEF 2026 R0946 BirdNET 3Way Submit,Claude Devore,2026-05-13 13:53:54.477000,2
ttyn4519/perch-task236-task233-snowflake-sed-w003,Perch Task236 Task233 Snowflake SED w003,t fuku,2026-05-10 03:51:31.713000,3
henryszy/bc2026-robust-cv9245-rank05-v36,bc2026 robust cv9245 rank05 v36,Henryszy,2026-05-10 13:03:15.197000,2
henryszy/bc2026-robust-cv9245-rank10-v37,bc2026 robust cv9245 rank10 v37,Henryszy,2026-05-10 13:03:15.227000,1
henryszy/bc2026-robust-rare090-v40,bc2026 robust rare090 v40,Henryszy,2026-05-11 05:03:19.563000,4
jungchanryu/birdclef-first,birdclef first,jungchanryu,2026-05-17 07:24:13.060000,6
henryszy/bc2026-raunak0946-onlinepseudo-v50,bc2026 raunak0946 onlinepseudo v50,Henryszy,2026-05-13 04:22:57.317000,7
starsdaisuki/birdclef-2026-v101-onlinepseudo-v50,BirdCLEF 2026 V101 OnlinePseudo V50,Hoshino Takanashi,2026-05-13 04:32:38.360000,7
henryszy/bc2026-raunak0946-onlinepseudo-v51,bc2026 raunak0946 onlinepseudo v51,Henryszy,2026-05-13 04:59:14.917000,8
henryszy/bc2026-raunak0946-onlinepseudo-v52,bc2026 raunak0946 onlinepseudo v52,Henryszy,2026-05-13 06:42:45.557000,1
kruzzcc/birdclef-2026-owned-convnext-v2-alpha03,birdclef-2026-owned-convnext-v2-alpha03,kruzzcc,2026-05-13 10:27:31.883000,0
rauffauzanrambe/birdclef-2026-improved-baseline-netpipelene-v2,BirdCLEF+ 2026 Improved Baseline NETpipelene V2,Ra'uf Fauzan Rambe,2026-05-13 15:19:42.620000,2
henryszy/bc2026-raunak0946-bigproto-v55,bc2026 raunak0946 bigproto v55,Henryszy,2026-05-13 17:16:07.640000,0
claudedevore/birdclef-2026-r0946-clap-sidecar-v1,BirdCLEF 2026 R0946 CLAP Sidecar V1,Claude Devore,2026-05-14 15:01:15.597000,1
kruzzcc/birdclef-2026-owned-convnext-v2-aucmask27-alpha03,birdclef-2026-owned-convnext-v2-aucmask27-alpha03,kruzzcc,2026-05-15 02:44:47.780000,0
kruzzcc/bc26-claude-umap-bn-b,bc26-claude-umap-bn-b,kruzzcc,2026-05-16 00:55:52.130000,1
adarsh5harma/birdclef-2026-v52-meenal-improved,BirdCLEF 2026 v52 meenal improved,Adarsh Sharma,2026-05-17 10:53:32.860000,0
kruzzcc/bc26-yaroslav-sitehour-bn,bc26-yaroslav-sitehour-bn,kruzzcc,2026-05-16 04:11:22.017000,0
chaneyma/bc26-gate-v55-v38-direct-weight-probe,bc26 gate v55 v38 direct weight probe,Suda,2026-05-16 12:22:37.147000,0
kamongi/pantanal-distill-birdclef2026,pantanal-distill-birdclef2026,Patrick Kamongi,2026-05-15 06:13:52.720000,248
vyankteshdwivedi/birdclef-2026-onnx-perch-sequence-modeling,BirdCLEF 2026 — ONNX Perch + Sequence Modeling,zorojuro,2026-05-01 20:05:35.007000,351
konbu17/bird26-wliilamsam-0943-with-train-audio-head,bird26-wliilamsam-0943-with-train-audio-head,konbu17,2026-05-03 07:02:14.657000,121
dhyuk54/birdclef-2026-onnx-perch-sequence-modeling,BirdCLEF 2026 — ONNX Perch + Sequence Modeling,dhyuk54,2026-05-05 04:15:31.093000,30
ulyanovantonamaranta/birdclef-2026-gate-protocont010,BirdCLEF+ 2026 Gate ProtoCont010,Amaranta,2026-05-05 08:33:56.080000,36
cliff376/bc26-public-gate-fake008-seed316746355-v4,BC26 Public Gate Fake008 Seed316746355 V4,cliff376,2026-05-06 08:38:11.053000,14
cliff376/bc26-public-gate-pc010-head001-v1,BC26 Public Gate PC010 Head001 V1,cliff376,2026-05-06 03:02:07.233000,9
cliff376/bc26-public-gate-pc010-domain005-c002-v1,BC26 Public Gate PC010 Domain005 C002 V1,cliff376,2026-05-06 07:39:00.197000,5
kosuke123/birdclef-2026-mattia-hgnet-v4-clean,BirdCLEF 2026 mattia + HGNet v4 clean,diet1236364,2026-05-06 23:44:33.220000,5
wuwenmin/birdclef-2026-v25b-v22-sed-ours-weight-10,BirdCLEF 2026 v25b v22 SED ours weight 10,william.wu,2026-05-07 00:44:14.457000,7
karnakbaevarthur/birdclef-2026-gate-fake008-f92f49,BirdCLEF+ 2026 Gate Fake008 f92f49,Karnakbayev Artur,2026-05-07 19:42:11.747000,8
ulyanovantonamaranta/birdclef-2026-exp10-f008-mirrorrare,BirdCLEF+ 2026 Exp10 F008 MirrorRare,Amaranta,2026-05-08 06:27:18.327000,2
ulyanovantonamaranta/birdclef-2026-gate-f008-mirrorrare-rt003,BirdCLEF+ 2026 Gate F008 MirrorRare RT003,Amaranta,2026-05-08 07:39:58.583000,0
haru0707/bc26-public-top2-p125-submit,BC26 public top2 P125 submit,haru0707,2026-05-08 14:38:06.367000,8
mtoshidesu/test-replay-with-robust-inputs,test Replay With Robust Inputs,m-toshi desu,2026-05-09 01:32:21.887000,1
ttyn4519/perch-task224-public0946-replay-robust-inputs,Perch Task224 Public0946 Replay Robust Inputs,t fuku,2026-05-09 02:16:57.573000,0
henryszy/bc2026-robust-replay-v22,bc2026 robust replay v22,Henryszy,2026-05-09 04:50:48.957000,0
henryszy/bc2026-robust-p125-v24,bc2026 robust p125 v24,Henryszy,2026-05-09 06:26:17.127000,0
ttyn4519/perch-task231-task224-hgnetv2-sidecar,Perch Task231 Task224 HGNetV2 Sidecar,t fuku,2026-05-09 15:04:30.537000,6
claudedevore/birdclef-2026-r0946-yaroslav-robust-submit,BirdCLEF 2026 R0946 Yaroslav Robust Submit,Claude Devore,2026-05-09 17:22:38.340000,1
ttyn4519/perch-task235-task233-hgnetv2-b0-w003,Perch Task235 Task233 HGNetV2 B0 w003,t fuku,2026-05-10 03:43:28.080000,1
henryszy/bc2026-robust-snowflake-ppens-v33,bc2026 robust snowflake ppens v33,Henryszy,2026-05-10 06:47:18.357000,1
mtoshidesu/test-birdclef-2026-perch-v2-protossm-0-925,Test BirdCLEF+ 2026 — Perch v2 + ProtoSSM · 0.925,m-toshi desu,2026-05-12 03:12:15.637000,1
dacquaviva/birdclef-2026-imaad-v50-perch-protossm,BirdCLEF 2026 Imaad V50 Perch ProtoSSM,Daniele Acquaviva,2026-05-12 23:22:21.567000,6
chaneyma/bc26-gate-v32-imaad0946-v26-shared-extcache,bc26 gate v32 imaad0946 v26 shared extcache,Suda,2026-05-13 05:05:03.290000,0
kruzzcc/birdclef-2026-owned-convnext-alpha03,birdclef-2026-owned-convnext-alpha03,kruzzcc,2026-05-13 09:07:05.363000,0
chaneyma/bc26-gate-v33-imaad0946-v26-shared-extcache-7030,bc26 gate v33 imaad0946 v26 shared extcache 7030,Suda,2026-05-13 12:28:05.867000,0
claudedevore/birdclef-2026-r0947-species-router-submit,BirdCLEF 2026 R0947 Species Router Submit,Claude Devore,2026-05-13 15:30:45.100000,0
chaneyma/bc26-gate-v34-imaad0946-v26-shared-extcache-5050,bc26 gate v34 imaad0946 v26 shared extcache 5050,Suda,2026-05-14 02:56:48.680000,0
chaneyma/bc26-gate-v35-respp,bc26 gate v35 respp,Suda,2026-05-14 04:23:16.770000,0
chaneyma/bc26-gate-v37-ninastyle-branch,bc26 gate v37 ninastyle branch,Suda,2026-05-14 04:57:24.453000,0
henryszy/bc2026-raunak0946-focal-v57,bc2026 raunak0946 focal v57,Henryszy,2026-05-14 09:01:59.037000,0
henryszy/bc2026-mtoshidesu-robust-v61,bc2026-mtoshidesu-robust-v61,Henryszy,2026-05-15 04:33:18.070000,1
henryszy/bc2026-yaroslav-robust-v62,bc2026-yaroslav-robust-v62,Henryszy,2026-05-15 04:33:20.913000,1
henryszy/bc2026-hgnetv2-task235-v64,bc2026 hgnetv2 task235 v64,Henryszy,2026-05-15 06:29:37.347000,1
kruzzcc/bc26-mtoshi-0947-birdnet,bc26-mtoshi-0947-birdnet,kruzzcc,2026-05-16 00:44:47.230000,1
kruzzcc/bc26-mtoshi-umap-bn-a,bc26-mtoshi-umap-bn-a,kruzzcc,2026-05-16 00:56:53.560000,1
chaneyma/bc26-gate-v49-v38-noisy-fold03-onnx,bc26 gate v49 v38 noisy fold03 onnx,Suda,2026-05-16 01:55:13.267000,0
mattiaangeli/birdclef-2026-0-943-better-blend,BirdCLEF+ 2026 0.943+ | Better Blend,Mattia Angeli,2026-05-02 13:02:53.760000,97
youssefmo942009/set-seed-for-same-lb-score,Set seed for same lb score ,youssef abukhalifa,2026-05-07 08:31:12.710000,18
udaysonawane/cnn-perch-multi-head-mamba-rank-blend-sed,cnn + perch -> multi-head mamba -> rank blend SED,Uday Sonawane,2026-05-03 03:07:41.910000,14
rauffauzanrambe/birdclef-2026-lora-for-meachine-learning,BirdCLEF+ 2026 LoRA for Meachine Learning ,Ra'uf Fauzan Rambe,2026-05-13 07:38:15.977000,4
ulyanovantonamaranta/birdclef-2026-better-blend-repro,BirdCLEF+ 2026 Better Blend Repro,Amaranta,2026-05-06 22:42:16.167000,63
svanikkolli/birdclef-2026-engine-v2,BirdCLEF+ 2026 Engine v2,Svanik Kolli,2026-05-06 02:16:05.887000,6
udaysonawane/protossm-input-conditional,ProtoSSM Input Conditional,Uday Sonawane,2026-05-05 01:33:42.507000,3
youssefmo942009/set-seed-to-get-stable-performance-every-run,Set seed to get stable performance every run,youssef abukhalifa,2026-05-06 03:09:27.440000,3
ulyanovantonamaranta/birdclef-2026-combo-fake008-pc008,BirdCLEF+ 2026 Combo Fake008 PC008,Amaranta,2026-05-05 14:37:47.510000,0
ulyanovantonamaranta/birdclef-2026-gate-fake010,BirdCLEF+ 2026 Gate Fake010,Amaranta,2026-05-06 02:29:23.457000,0
cliff376/bc26-public-gate-pc010-ms2-domain005-v1,BC26 Public Gate PC010 MS2 Domain005 V1,cliff376,2026-05-06 10:26:53.693000,3
micheal1994/ablation-0506,ablation_0506,HUG,2026-05-06 06:08:05.473000,5
micheal1994/fork-of-ablation-0506-d4a2c7,Fork of ablation_0506 d4a2c7,HUG,2026-05-06 08:48:41.743000,1
wuwenmin/birdclef-2026-v07-gate-plus-our-sed,BirdCLEF 2026 v07 gate plus our sed,william.wu,2026-05-06 09:57:19.170000,0
wuwenmin/birdclef-2026-v25-v22-sed-ours-weight-05,BirdCLEF 2026 v25 v22 SED ours weight 05,william.wu,2026-05-07 00:44:09.687000,0
ulyanovantonamaranta/birdclef-2026-gate-fake008-thr045,BirdCLEF+ 2026 Gate Fake008 THR045,Amaranta,2026-05-07 01:17:16.620000,1
ulyanovantonamaranta/birdclef-2026-exp10-corrector-f008,BirdCLEF+ 2026 Exp10 Corrector F008,Amaranta,2026-05-08 06:22:10.813000,1
ulyanovantonamaranta/birdclef-2026-gate-f008-mirrorrare-rt005,BirdCLEF+ 2026 Gate F008 MirrorRare RT005,Amaranta,2026-05-08 07:21:00.507000,0
chaneyma/bc26-gate-v11-mirror-rare-post,bc26 gate v11 mirror rare post,Suda,2026-05-09 00:32:00.447000,0
chaneyma/bc26-gate-v13-mirror-rare-ablation,bc26 gate v13 mirror rare ablation,Suda,2026-05-09 04:52:31.377000,0
chaneyma/bc26-gate-v15-probe-middle-logreg,bc26 gate v15 probe middle logreg,Suda,2026-05-10 06:06:00.067000,0
chaneyma/bc26-gate-v15-cv9245-shared-blend,bc26 gate v15 cv9245 shared blend,Suda,2026-05-10 11:08:23.530000,0
chaneyma/bc26-gate-v18-online-pseudo-adapter,bc26 gate v18 online pseudo adapter,Suda,2026-05-11 01:23:27.747000,0
studyexchange/birdclef-2026-infer-s12,BirdCLEF 2026 Infer S12,StudyExchange,2026-05-11 17:09:02.917000,5
chaneyma/bc26-gate-v25-safe-seen-perclass,bc26 gate v25 safe seen perclass,Suda,2026-05-11 23:32:03.697000,0
chaneyma/bc26-gate-v26-context-fileconf,bc26 gate v26 context fileconf,Suda,2026-05-12 05:06:22.250000,0
mtoshidesu/tes-agiclef-2026-v10-pro-max,tes😇AgiCLEF+ 2026 V10 Pro Max😇,m-toshi desu,2026-05-12 13:01:51.670000,1
xiyuetong/birdclef2026-ensemble-v2,birdclef2026 ensemble v2,xiyuetong,2026-05-12 14:26:20.003000,0
chaneyma/bc26-gate-v27-full-residual-fused-rank05,bc26 gate v27 full residual fused rank05,Suda,2026-05-13 01:04:28.857000,0
chaneyma/bc26-gate-v28-residual-delta-suppress-gate,bc26 gate v28 residual delta suppress gate,Suda,2026-05-13 01:04:39.920000,0
henryszy/bc2026-raunak0946-lean-v56,bc2026 raunak0946 lean v56,Henryszy,2026-05-14 07:28:24.687000,0
claudedevore/bc26-raunak-4way-fix,BC26 Raunak 4Way Fix,Claude Devore,2026-05-14 08:38:45.627000,0
svanikkolli/protossm-fusion-engine,ProtoSSM-Fusion Engine,Svanik Kolli,2026-05-16 23:44:50.867000,8
chaneyma/bc26-gate-v45-full-nina-rank5050-withinfile-rank,bc26 gate v45 full nina rank5050 withinfile rank,Suda,2026-05-15 15:08:14.163000,0
chaneyma/bc26-gate-v47-birdnet-gate-withinfile-rank,bc26 gate v47 birdnet gate withinfile rank,Suda,2026-05-15 15:45:48.017000,0
udaysonawane/cnn-perch-protossm-rank-blend-with-sed,CNN+Perch → ProtoSSM → rank-blend with SED.,Uday Sonawane,2026-05-02 22:27:59.153000,7
ashok205/birdclef-2026,BirdCLEF 2026,NNMax,2026-05-02 08:26:28.107000,60
udaysonawane/cnn-perch-mamba-rank-blend-with-sed,CNN + Perch -> Mamba -> rank blend with SED,Uday Sonawane,2026-05-03 00:45:34.130000,5
udaysonawane/birdclef2026-v181,Birdclef2026 v181,Uday Sonawane,2026-05-03 01:53:34.183000,2
karnakbaevarthur/birdclef-2026-onnx-perch-sequence-model-e74c7c,BirdCLEF 2026 — ONNX Perch + Sequence Model e74c7c,Karnakbayev Artur,2026-05-03 17:44:45.143000,7
ulyanovantonamaranta/birdclef-2026-better-sed035,BirdCLEF+ 2026 Better SED035,Amaranta,2026-05-04 00:38:32.797000,1
ulyanovantonamaranta/birdclef-2026-better-sed050,BirdCLEF+ 2026 Better SED050,Amaranta,2026-05-04 00:56:01.453000,4
ulyanovantonamaranta/birdclef-2026-gate-fake016,BirdCLEF+ 2026 Gate Fake016,Amaranta,2026-05-05 08:33:56.053000,2
