users,best_score,best_rank,n_teams
owo123456,0.946,797,1
ox0000dead,0.947,661,1
oxxuuu,0.838,2629,1
oyama001,0.949,96,1
ozermehmet,0.946,817,1
pacerq,0.931,1447,1
panashedylanmuguti,0.625,3230,1
pankajiitr,0.949,90,1
panmouren,0.928,1584,1
panosc,0.924,1837,1
panweiw,0.706,3117,1
parafee41,0.946,709,1
paragkale,0.948,144,1
paragpawar2008,0.942,1255,1
parijit,0.796,2824,1
paritoshtripathi5,0.924,1824,1
parkseyoung1209,0.658,3188,1
parrotgodofbroken,0.91,2129,1
parthbyt,0.908,2152,1
pascalklaren,0.944,1012,1
pascalledesma,0.943,1089,1
patpan,0.946,855,1
patricdav,0.943,1159,1
paul223,0.801,2807,1
paul77ms,0.947,635,1
paulmgr,0.63,3224,1
paulwang0704,0.949,98,1
pavelsavchenkov,0.942,1249,1
pavornthongyoo,0.929,1529,1
pawanmali,0.946,883,1
payanotty,0.947,399,1
pbosepandi,0.5,3500,1
pcisnerp,0.519,3337,1
pcjimmmy,0.935,1392,1
peihaochencaesar,0.743,3033,1
peilinraojackrao,0.917,2016,1
peiqideng,0.946,836,1
pengccccyyyy,0.946,754,1
pengjierui,0.912,2092,1
penguin069,0.949,93,1
penguingc,0.923,1863,1
pepperfan,0.948,155,1
perseus7,0.946,818,1
peterdreamhan,0.948,228,1
pevanssky,0.941,1278,1
peyash,0.929,1497,1
pffetter,0.899,2283,1
pheasanttail,0.934,1398,1
philipp22,0.584,3275,1
philippereynaud,0.811,2767,1
philipperinaudo,0.843,2593,1
phillfei,0.928,1584,1
phmnhtminhuet,0.946,747,1
phyterx,0.948,209,1
pi500phys,0.943,1104,1
pialghosh,0.754,2993,1
pibo174,0.947,640,1
piedpie,0.943,1202,1
pierrediab3,0.767,2939,1
pierridotite,0.825,2707,1
pietrocol,0.929,1493,1
pietromaldini1,0.929,1546,1
pifiore,0.927,1655,1
piggyflower,0.904,2218,1
piieace,0.946,796,1
pilkwang,0.948,156,1
pingfan,0.928,1565,1
piotrjurczyk,0.912,2091,1
piotrsutkowski,0.944,1001,1
pirho3141,0.859,2515,1
pittanympha,0.862,2496,1
pixelstimeyao,0.784,2871,1
pjmathematician,0.5,3398,1
pkuszboi,0.948,369,1
pl1ght,0.861,2505,1
plagiagia,0.946,769,1
platypus2000jp,0.948,294,1
pleahmacaka,0.874,2434,1
plorek,0.858,2520,1
plover918,0.887,2373,1
poco34,0.901,2250,1
poker555,0.87,2456,1
polyos10,0.828,2663,1
polysambroadwell,0.499,3555,1
pondelion,0.947,397,1
poonam165,0.872,2451,1
poonszesen,0.947,681,1
porply,0.928,1640,1
potato233,0.91,2119,1
potato4d,0.684,3158,1
powerrspyy,0.922,1918,1
ppilania1985,0.946,826,1
prabakaranchand,0.5,3540,1
prabhjitsingh2401,0.829,2661,1
pradeeshrajan,0.927,1671,1
praepilaiphetsamsri,0.929,1529,1
pranavbanoria,0.513,3353,1
pranavk27,0.72,3086,1
pranrocky,0.77,2926,1
prashantkikani,0.947,515,1
prashantshukla91,0.949,67,1
prateek1976,0.485,3584,1
pratheekshanbhogue,0.949,102,1
prathudhnawala,0.5,3402,1
pratyushagrawal2023,0.483,3585,1
praxel,0.948,198,1
prazanaraj,0.89,2361,1
preetesh007,0.94,1327,1
premkumar1618,0.732,3053,1
prernaladkani,0.67,3175,1
prgckwb,0.922,1920,1
prishagupta97,0.5,3519,1
priyadharshini151,0.5,3475,1
priyakhradia,0.5,3435,1
priyamsharma2212,0.944,1022,1
priyanshu070,0.946,700,1
priyanshujiiii,0.902,2237,1
profmansoor,0.933,1412,1
prok2027,0.774,2905,1
proptiter,0.939,1343,1
protectslab,0.92,1979,1
proximaditya,0.715,3098,1
przemysawonr,0.943,1153,1
pseudominus,0.627,3227,1
pshuaibi,0.919,1996,1
psreasoning,0.847,2567,1
psychickk,0.658,3188,1
pt0x0e,0.782,2876,1
pulkitmangal,0.899,2282,1
pulkitsahu89,0.561,3294,1
punyakdei,0.838,2622,1
pursueml,0.957,6,1
pushkar007,0.947,550,1
pushkarguptaa,0.946,755,1
puws06,0.899,2287,1
qaq7864,0.917,2019,1
qbitlattice,0.946,742,1
qdmillerwu,0.949,50,1
qiangechen,0.944,967,1
qianyali,0.94,1316,1
qianyuwang,0.944,965,1
qiaoshiji,0.913,2065,1
qikaisun1,0.748,3020,1
qiliufly,0.944,1016,1
qinfuyao,0.945,933,1
qingwu125,0.945,929,1
qinqizen,0.941,1273,1
qiuyaofan,0.765,2950,1
qiweiyin,0.949,57,1
qloraio,0.95,46,1
qnqn1927,0.906,2197,1
qqqdddqqq,0.87,2456,1
quan0095,0.922,1914,1
quantumnaan,0.944,1031,1
quezaltendes,0.927,1659,1
quincyqiang,0.952,25,1
quish95,0.848,2564,1
qujiahui,0.948,159,1
qundngdngminhqun,0.867,2472,1
quocvibui,0.909,2140,1
qwerteleven,0.925,1799,1
qwertyyyy769492,0.923,1890,1
rabeya100x,0.944,982,1
radfull,0.694,3139,1
radiohead28,0.949,62,1
radubocu,0.888,2371,1
raduenuca,0.87,2458,1
radwankhondokar,0.947,617,1
raffiardhi,0.837,2630,1
raffipoghosyan,0.92,1969,1
ragavkish,0.749,3015,1
ragunathravi,0.926,1760,1
rahulmalik221009,0.908,2166,1
rahulshahozil,0.872,2439,1
raihansaa,0.655,3194,1
rainsky123,0.932,1426,1
raistorx,0.837,2632,1
raj05179,0.928,1582,1
rajarajeswari19ek,0.889,2365,1
rajathiagaraj,0.546,3306,1
rajesh1joc,0.657,3190,1
rajeswaran2005,0.5,3490,1
rajneesh231,0.783,2873,1
rajnish1419kumar,0.732,3056,1
rajraman83,0.921,1941,1
rajuly,0.718,3093,1
rakibahammed,0.754,2993,1
rakuwa,0.92,1973,1
ramanaprabhusana,0.5,3403,1
ramaug,0.518,3343,1
rameezaazhar,0.835,2644,1
ramesh888,0.946,884,1
ramkang,0.934,1395,1
ramkiet,0.5,3409,1
ramkumarsundaram24,0.854,2536,1
ramoliyadarshan,0.788,2858,1
ramoncristiano,0.797,2819,1
ramuelgall,0.765,2951,1
ramyapotluri,0.5,3421,1
ramzeezaki,0.501,3385,1
ranjeet258,0.946,706,1
ranjithch,0.749,3016,1
rankbox,0.947,561,1
ranyili,0.948,301,1
ranyu03,0.947,613,1
raphaelmalidin,0.721,3081,1
raphaelmalikian,0.76,2977,1
rasdafar,0.916,2027,1
rashmibanthia,0.951,31,1
ratan123,0.941,1274,1
rauffauzanrambe,0.948,219,1
raunakdey07,0.948,221,1
ravaghi,0.914,2049,1
ravi20076,0.948,206,1
ravichbits,0.892,2336,1
ravimoelchand,0.945,934,1
raxitgupta,0.552,3299,1
rayashby,0.803,2798,1
rayensebei,0.838,2626,1
raynahcheng1,0.942,1263,1
rayshensl,0.929,1517,1
raystermomo,0.946,900,1
rchankv,0.519,3335,1
rd2705,0.913,2072,1
reanix,0.947,462,1
redachenna,0.929,1487,1
refound,0.825,2683,1
regularl2,0.946,821,1
rehaanahmadkhan,0.944,961,1
reidoru48000,0.767,2935,1
rein102,0.927,1662,1
rejikevidum,0.76,2974,1
remoen152,0.927,1679,1
ren4yu,0.946,750,1
renmingqian,0.949,120,1
renrui123,0.828,2662,1
renta0426,0.948,380,1
renuk16,0.923,1879,1
renukakagadal,0.947,606,1
rererenore,0.948,158,1
resnext,0.947,664,1
restuanggorokasih,0.949,134,1
reymarkgarcia,0.942,1250,1
rezanurrahmantomal,0.809,2781,1
rezaroclif,0.91,2114,1
rhythmghai,0.887,2378,1
riadalmadani,0.904,2221,1
riberoc,0.944,1000,1
ricardoevolto,0.942,1268,1
rick0000,0.801,2803,1
rikitomo0526,0.906,2201,1
riku443,0.744,3031,1
rikuter67,0.919,1998,1
rikutokuwayama,0.939,1338,1
rin2401,0.923,1892,1
rinach,0.925,1819,1
rincyss,0.5,3411,1
rinntaro,0.943,1137,1
risakashiwabara,0.93,1477,1
rishikeshjani,0.949,69,1
rishiyang,0.689,3147,1
rithikauppalapati,0.561,3292,1
ritonagao,0.948,246,1
rittwikbhowmick,0.949,75,1
ritwikakancharla,0.922,1928,1
rizwanshaikh009,0.922,1897,1
rkkaaa,0.912,2090,1
rkusmi,0.801,2804,1
rluethy,0.81,2775,1
rob1080ti,0.929,1504,1
robbynevels,0.835,2635,1
robertblaauwendraad,0.917,2007,1
robertjaret,0.729,3061,1
robertkomore,0.947,527,1
robinhood19,0.92,1967,1
robintomar11,0.941,1272,1
robiulhasanjisan,0.626,3229,1
robotxzax,0.762,2969,1
robsonsan,0.939,1340,1
rocinantt,0.946,815,1
rockerritesh,0.946,745,1
rodferro,0.928,1637,1
rodmosc,0.5,3464,1
rodolfoetore,0.723,3075,1
rodrigoreyberrutti,0.901,2246,1
rogotulka,0.775,2901,1
rohanalexbimal,0.947,563,1
rohandejongh,0.891,2341,1
rohanpatnaik,0.942,1216,1
rohanprabhakar1103,0.912,2074,1
rohanrathod02,0.745,3030,1
rohansardar,0.774,2908,1
rohit4118,0.943,1169,1
rohitsingh9990,0.946,729,1
roirose,0.875,2429,1
rojanupreti,0.5,3410,1
rokiso,0.945,937,1
rolandkleber,0.549,3301,1
romanberehun,0.825,2703,1
romankatasonov,0.875,2431,1
romanrozen,0.947,407,1
romantamrazov,0.949,104,1
rommelsharma,0.555,3297,1
romualddelene,0.925,1782,1
rongzhewangws,0.752,2997,1
roniheka,0.936,1374,1
roopamseal,0.513,3352,1
roschildrui,0.947,412,1
rospel,0.909,2145,1
rostigor,0.947,448,1
roufaidagaber,0.91,2131,1
rougenn,0.928,1594,1
rouiou,0.946,731,1
roverxy,0.908,2167,1
rowletcc,0.908,2153,1
royalacecat,0.944,1038,1
roysegalz,0.94,1334,1
rrrohit,0.928,1612,1
rrryotaaa,0.925,1773,1
rsasaki,0.91,2111,1
rsato0731,0.948,396,1
rsmits,0.9,2265,1
ruben10,0.928,1592,1
rudahm,0.928,1592,1
rudane,0.5,3417,1
rudrabedekar,0.5,3524,1
rudranshsinghrathore,0.946,785,1
rudrpratapsingh,0.887,2374,1
rufengtoxins,0.947,639,1
ruihengcao,0.949,48,1
ruikamiyama,0.926,1728,1
ruikikobayashi,0.822,2723,1
ruiyangwhu,0.948,295,1
ruizezhao,0.931,1457,1
rulerbug,0.88,2406,1
rupalkatariya,0.839,2619,1
rupeshthapa332,0.912,2085,1
ruslan3737,0.949,115,1
russq2003,0.872,2448,1
rustambazarbayev,0.932,1428,1
rxous28,0.744,3031,1
ryaaahou,0.528,3318,1
ryansun,0.928,1607,1
ryarobi,0.942,1234,1
ryo0221,0.914,2053,1
ryo0930,0.949,66,1
ryogokawai,0.798,2818,1
ryohasegawa926,0.828,2664,1
ryokuki,0.904,2225,1
ryookd,0.946,701,1
ryosukemukai,0.917,2017,1
ryota040,0.919,1982,1
ryotakaki,0.946,869,1
ryotakasuya,0.943,1109,1
ryototada,0.944,1031,1
ryotoyama,0.825,2690,1
ryqsaq,0.927,1648,1
ryryrymyg,0.943,1161,1
ryusei0612,0.946,704,1
ryuseitoshi,0.947,638,1
ryushisa,0.875,2432,1
ryutek,0.944,1050,1
ryuusukekun,0.944,971,1
rzoforai,0.949,86,1
s22renuka,0.845,2577,1
sabercpgs,0.928,1563,1
sabiniacob,0.888,2371,1
sachchidanandadaki,0.945,910,1
sachiaratti47,0.928,1559,1
sachinhambar,0.843,2592,1
sackykaggle,0.892,2331,1
sacuscreed,0.948,218,1
sadek01,0.805,2794,1
sadettinamilverdil,0.947,517,1
sadiyasiddiqui750,0.498,3566,1
sadrey,0.947,621,1
sae20gorilla,0.948,314,1
saeifyemen,0.856,2532,1
safar1,0.948,365,1
sagolgurung,0.947,602,1
sahruladicandra,0.926,1757,1
saicai,0.948,189,1
saidkoussi,0.946,885,1
saifullahkhwaja,0.663,3182,1
saisamyukthan,0.695,3133,1
sakayuya,0.949,105,1
sakotas,0.944,945,1
sakshamjaiswal11,0.5,3461,1
saktiss,0.69,3144,1
sakura125254,0.921,1937,1
salmanahmedtamu,0.948,395,1
salmanurfauziah,0.781,2883,1
saltpepper18,0.706,3119,1
samdouble,0.913,2061,1
sameerboraste,0.5,3397,1
samejimatink0,0.946,687,1
samharrington1,0.588,3273,1
samir95,0.907,2183,1
samithsachidanandan,0.944,1041,1
samrakshyanadhikari,0.62,3237,1
samsay23,0.952,24,1
samuellanthaler,0.498,3564,1
samuelzxu,0.944,981,1
samvalladares,0.929,1526,1
samyakrajbayar,0.949,138,1
sandiledesmondmfazi,0.525,3320,1
sangrampatil5150,0.949,92,1
sani84,0.9,2261,1
sanidhyavijay24,0.914,2058,1
sanketyu,0.902,2233,1
sannura,0.498,3562,1
sans6262q,0.936,1375,1
sanshota,0.944,994,1
santiagomota,0.947,466,1
santmani,0.947,569,1
santoshkumar,0.948,203,1
santusrk,0.917,2013,1
sapaharamvishnusingh,0.749,3013,1
sapr3s,0.804,2796,1
saravanatk1984,0.909,2136,1
sarayuv15,0.927,1701,1
sarthak24910,0.946,804,1
sarthakpandey007,0.942,1269,1
sarveshgharat012,0.946,807,1
sarveshtalele,0.544,3309,1
sasakshun,0.944,1072,1
sasamikatsu,0.941,1307,1
satkar003,0.946,831,1
satogo,0.873,2436,1
satoshion,0.864,2490,1
satoshissss,0.709,3113,1
satoshisumiriko,0.908,2171,1
satriawanrasyid,0.928,1554,1
saumyapatel2413,0.5,3394,1
saur3x,0.616,3243,1
saurabhkumar234,0.75,3004,1
saurabhrajvarma,0.922,1921,1
savastevanovic,0.781,2884,1
savinienb,0.794,2834,1
savithav09,0.932,1429,1
sayedafaatinalvi,0.947,529,1
sayedathar11,0.949,57,1
scartwright,0.941,1291,1
scenerysunfireink,0.942,1252,1
scha012sorg,0.933,1415,1
schanitater,0.807,2786,1
schari03,0.845,2578,1
schurvictoria,0.91,2121,1
sciencelabwork,0.94,1328,1
scottbedwell,0.84,2607,1
scsc30,0.947,443,1
sdq2237,0.943,1150,1
seaeag1e,0.946,880,1
seahifly,0.92,1968,1
seantangth,0.943,1127,1
sebastiaanwortelboer,0.825,2709,1
sebastiangil00,0.946,693,1
sebastianmateus,0.948,388,1
seddiktrk,0.948,215,1
seeingtimes,0.941,1292,1
seenmttai,0.715,3098,1
sefixnep,0.916,2027,1
segusegu,0.927,1647,1
seiddamtew,0.5,3442,1
seifamgad,0.943,1117,1
seikansuzuki,0.94,1336,1
seitaf,0.946,892,1
seiya939500,0.943,1194,1
selimakl,0.938,1356,1
semiheren,0.909,2143,1
sentrankim,0.879,2413,1
seohyeon7180,0.718,3091,1
seokjeongeum,0.948,199,1
seragus,0.765,2953,1
sereinovov,0.947,666,1
sergefrancis,0.737,3044,1
sergeikramnik,0.943,1102,1
sergeyarefjev,0.87,2457,1
sergeyfedatsenka,0.879,2414,1
sergeytata,0.5,3553,1
sergibas,0.845,2574,1
sergses,0.944,1021,1
seshurajup,0.947,516,1
sethakplogan,0.866,2479,1
seungbaek,0.925,1777,1
seunghoonlee9,0.94,1321,1
seungwooseo,0.83,2655,1
seyominaoto,0.943,1187,1
sfhypj,0.914,2059,1
sfuchs1,0.811,2771,1
sgalib,0.905,2214,1
sgao1918,0.927,1694,1
shackles6966,0.949,106,1
shadesh,0.5,3529,1
shahadaljayzani,0.935,1376,1
shahriarkabirrazin,0.892,2330,1
shameersham,0.929,1541,1
shammokar,0.501,3384,1
shanayasharma75,0.946,886,1
shane18,0.947,401,1
shangyuanfeimali,0.948,254,1
shanzhong8,0.913,2067,1
shaoxz,0.942,1254,1
shaoyuhuang31801,0.787,2864,1
shardulgharat,0.856,2531,1
shardull,0.5,3543,1
shardulsalodkar,0.948,364,1
sharmaharsh2405,0.947,410,1
sharmaharshit,0.929,1525,1
sharomil,0.943,1086,1
shashaboii,0.911,2105,1
shashankkc,0.699,3128,1
shashidharbabu,0.945,908,1
shashwatparikh,0.948,327,1
shauryahandu,0.882,2401,1
shawnliu30,0.842,2600,1
shawntung,0.947,450,1
shawnzhang12,0.911,2100,1
shayaanhaq,0.73,3060,1
sheelmorjaria,0.653,3200,1
sheepjnu,0.901,2249,1
sheethalneelarapu,0.889,2365,1
shengguangzhou,0.932,1435,1
sherkhango,0.916,2033,1
shienzhang,0.948,348,1
shigechan,0.583,3278,1
shigengtian,0.812,2762,1
shijian123456,0.929,1502,1
shijinli2024,0.942,1222,1
shikhageekachad,0.946,903,1
shimishige,0.873,2436,1
shimonhori,0.929,1524,1
shin7jp,0.919,1983,1
shin9915,0.92,1964,1
shindeshivam,0.788,2856,1
shinezy,0.907,2181,1
shingo405,0.816,2741,1
shiningonething,0.921,1939,1
shinjisato,0.91,2123,1
shinkoshi,0.866,2482,1
shinmurashinmura,0.905,2206,1
shinyafuiita,0.945,937,1
shinyyyyyy,0.927,1712,1
shionao7,0.947,414,1
shiru2,0.925,1803,1
shishiradhikari11,0.947,421,1
shitaoliao,0.766,2948,1
shitomil,0.949,97,1
shivakintali,0.929,1519,1
shivamsingh17072001,0.928,1580,1
shivanshpatel4354,0.942,1218,1
shivrajrajasekaran,0.5,3416,1
shivsatyam,0.947,472,1
shixingkong,0.934,1404,1
shogoddd,0.919,1990,1
shoheiyoshimoto,0.937,1361,1
shoheiyoshinari,0.947,501,1
shokhjakhonnishonov,0.839,2620,1
shooooota,0.455,3599,1
shooota,0.936,1374,1
shopiamudjahidah,0.559,3295,1
shota0205,0.501,3387,1
shotafubasami,0.946,723,1
shotasan,0.944,1023,1
shotokishida,0.927,1646,1
shravan8080,0.929,1550,1
shreek484,0.5,3465,1
shreenidhidharwad,0.902,2233,1
shreshthrai,0.931,1451,1
shretadas,0.943,1190,1
shreyansh071,0.904,2226,1
shreyashmane649,0.499,3557,1
shrivardhanijare,0.5,3477,1
shrujalundhad,0.823,2718,1
shtljw,0.957,7,1
shu01jp,0.938,1348,1
shubhamsahu2003,0.949,141,1
shubhamvaghasiya,0.944,947,1
shubhojitnaskar,0.928,1621,1
shudaaan,0.949,50,1
shuheiakahane,0.944,991,1
shuminghao666,0.946,893,1
shumingyuan,0.931,1453,1
shummingfang,0.947,464,1
shunjungu,0.943,1151,1
shunkikyoya,0.5,3443,1
shunnanlu,0.708,3115,1
shunnosukeshimizu,0.944,1040,1
shunshun6855,0.925,1798,1
shunsukehayashi1993,0.948,268,1
shunsukekikuchi,0.891,2339,1
shunsukeohashi,0.888,2369,1
shunsukeshibata,0.931,1439,1
shuntakinami,0.925,1792,1
shuowang234,0.944,989,1
shuozhezhou,0.953,19,1
shupengl,0.866,2477,1
shuqicao,0.948,319,1
shuyaakagawa,0.925,1773,1
shwesh,0.929,1523,1
shwsun73,0.948,171,1
shyam0905,0.931,1442,1
shyam31415,0.466,3596,1
shyamshetty,0.944,1003,1
shymohn,0.941,1310,1
siddhardhananda,0.924,1852,1
siddharthshenoy14,0.5,3403,1
siegf6,0.923,1870,1
sifat00068,0.591,3270,1
sigmaborov,0.935,1379,1
sihyeona,0.901,2257,1
sijinyu,0.929,1511,1
simarbirsinghsandhu,0.947,553,1
simeonakl,0.519,3338,1
simingtan,0.928,1614,1
simmons1025,0.93,1480,1
simond9,0.747,3025,1
sinjadebth,0.911,2102,1
siraev,0.8,2808,1
sirakumo,0.948,371,1
sirokujira,0.944,1049,1
sirteo,0.946,775,1
sirtimio,0.944,1047,1
siunlim,0.788,2855,1
sjbaekk,0.945,907,1
sjengvullers,0.854,2537,1
sjoerddelangen,0.941,1312,1
sjtuwangshuo,0.9,2258,1
sjyangkevin,0.77,2928,1
sjysjys,0.947,664,1
sk330565,0.948,286,1
skidive,0.943,1144,1
skthtu,0.822,2720,1
skutlis,0.82,2729,1
skyisskyissky,0.861,2504,1
skykun,0.947,678,1
sl1208,0.947,443,1
sleepingzzz,0.927,1703,1
sleuthingdata,0.508,3360,1
slomna,0.931,1450,1
slowlymeow,0.9,2262,1
sluman2,0.829,2659,1
smalltrain,0.903,2229,1
smartorz,0.927,1669,1
smhadirizvi,0.762,2965,1
smirnolegov,0.929,1530,1
smitapriyadarshani,0.947,572,1
smr1hk,0.899,2284,1
sneech,0.584,3276,1
snnclsr,0.956,9,1
soedaharuto,0.947,610,1
sofiafatimaaaa,0.522,3328,1
sofiasampara,0.824,2712,1
sofiiapopeniukk,0.869,2465,1
softyuzu,0.899,2281,1
sohaibdevv,0.5,3483,1
sohatiy,0.943,1133,1
soichiromatsumura,0.948,387,1
sokurin,0.518,3342,1
solidare,0.938,1350,1
solokop,0.5,3532,1
sonamkandari,0.5,3393,1
songhow,0.948,360,1
songjunhan,0.927,1668,1
songqizhou,0.946,849,1
sophiexs,0.904,2220,1
sor4chi,0.91,2115,1
soratakeshi,0.943,1162,1
sorawww31,0.942,1211,1
sotachan,0.943,1113,1
sotakurihara1,0.947,491,1
souhardyatalukdar,0.953,18,1
soul80,0.94,1319,1
soumia0003,0.89,2344,1
soumyadeepbasak,0.949,141,1
soutasakurai,0.909,2146,1
sowwe4,0.925,1816,1
soyaishihara,0.892,2327,1
soyaoki,0.946,859,1
speedforceyt,0.606,3256,1
spencevanasperdt,0.948,208,1
spicatom0914,0.923,1863,1
sponishflea,0.512,3355,1
sqlrockstar,0.948,258,1
sqqs123,0.925,1784,1
sreenandhunair,0.5,3515,1
sriharsanbs,0.912,2088,1
srijan1upadhyay,0.899,2275,1
sriramachandranp,0.5,3492,1
srivatsansarvesan,0.565,3291,1
sriyanravuri24,0.944,1062,1
ss527936,0.923,1895,1
sserada,0.928,1587,1
ssinsk,0.945,907,1
ssk210001,0.726,3067,1
ssshunsss,0.943,1193,1
stacknishant,0.947,522,1
stacylmartin1,0.946,733,1
stallion25,0.944,1046,1
starsdaisuki,0.948,177,1
starxinglan,0.929,1551,1
staschereshkevich,0.789,2848,1
stasmikhailov,0.825,2699,1
statisticallyinsane,0.943,1130,1
stbakhmutov,0.772,2914,1
stefanaiml,0.862,2499,1
stefanoclss,0.926,1752,1
stemple,0.5,3521,1
stephendavid111,0.948,319,1
stephennedumpally,0.949,117,1
steubk,0.951,31,1
stevewatson999,0.933,1420,1
stg44g3g36hk416hk417,0.879,2411,1
stgkrtua,0.873,2436,1
stkhnv,0.947,647,1
stkwbc,0.924,1836,1
stnokin,0.946,735,1
stochastix,0.856,2530,1
stormchaser,0.949,51,1
stpeteishii,0.72,3084,1
strickailkes,0.928,1590,1
striker123,0.94,1328,1
stringyixuxi,0.928,1568,1
studentedvard,0.748,3019,1
studybeetutoring,0.762,2962,1
studyexchange,0.943,1084,1
styles,0.941,1294,1
subhamertyx,0.928,1559,1
subzerin,0.948,251,1
sudeslaar,0.664,3178,1
sudhirsude,0.91,2116,1
sudiptimilsina,0.759,2981,1
suekywang,0.947,443,1
suethe,0.948,363,1
sugisu,0.898,2294,1
sugitatomohiko,0.948,173,1
suhaizhou,0.948,223,1
suhanigupta04,0.825,2687,1
suhaskuratti,0.902,2233,1
suijue,0.785,2867,1
suioshion,0.928,1616,1
suiyuanli,0.946,738,1
suk1yak1,0.84,2614,1
sukilrajms,0.5,3489,1
suleimanq,0.498,3567,1
sultanalgizani,0.935,1378,1
suman2208,0.943,1111,1
sumitchavhan7,0.816,2738,1
sumiyo,0.513,3354,1
sunangao01,0.747,3024,1
suncrest,0.948,299,1
sundareshkarthicg,0.948,239,1
sunderekkiz,0.949,74,1
sunghun,0.926,1738,1
sunjiangniao,0.952,23,1
sunmingash,0.943,1185,1
sunsky7777,0.839,2616,1
sunyanjie,0.916,2039,1
suoous,0.918,2004,1
superhyperactive12,0.592,3269,1
supermellowai,0.917,2018,1
superstringdev,0.947,521,1
supunmunasinghe,0.866,2484,1
surenasarvari,0.941,1295,1
sureshchoudhary2525,0.495,3571,1
suryamilenial,0.949,107,1
suryatrainer,0.921,1933,1
sushanthmoole,0.814,2753,1
suvalex,0.82,2728,1
suxingstar,0.946,801,1
suzukineko,0.944,1013,1
suzukitaichi,0.947,419,1
svanikkolli,0.948,337,1
svmepoch,0.947,535,1
swastikr1001,0.813,2758,1
swayamsingh48,0.941,1290,1
sweetyheehee,0.948,284,1
swimmy,0.948,377,1
swinshy,0.923,1870,1
sword4949,0.84,2613,1
swordsastormof,0.943,1193,1
sxlllslgh,0.713,3105,1
syamoji141chan,0.92,1964,1
syedayon,0.77,2924,1
syedmunazimnazir,0.654,3195,1
syhhhhhhhhhhhh,0.947,476,1
syu21125,0.5,3482,1
syuntaseki,0.944,1031,1
syuuuuukun,0.945,940,1
szd1234,0.947,667,1
szjlxx123,0.943,1164,1
t07noma,0.933,1413,1
t6ccc2,0.947,526,1
tabishmohsin,0.927,1710,1
taborflaa,0.611,3246,1
taboutmhamed,0.947,656,1
taddys,0.947,446,1
tagirkhairutdinov,0.949,111,1
tagoresaikanuri,0.502,3380,1
tahaalshatiri,0.946,825,1
tahermerchant25,0.942,1269,1
taikimori,0.942,1251,1
taikisato,0.928,1595,1
taikitsumori,0.5,3468,1
taishoh,0.75,3006,1
taka22w,0.944,1058,1
taka3776toshi,0.842,2599,1
takahirohigasa,0.946,846,1
takahiromatoba,0.926,1744,1
takahitomizunobyts,0.947,568,1
takai380,0.844,2588,1
takaito,0.947,480,1
takamaruex,0.947,665,1
takanashihumbert,0.94,1329,1
takashiazuma,0.949,116,1
takashimanaoya,0.915,2047,1
takat1,0.925,1773,1
takatoyoshikawa,0.885,2387,1
takayukihiguchi,0.829,2660,1
takenakabayashi,0.901,2253,1
takezenk01,0.946,798,1
takoihiraokazu,0.956,10,1
taku09,0.825,2705,1
taku56,0.943,1137,1
takumashiga,0.949,72,1
takumatoda,0.944,954,1
takuminakamatsu,0.948,164,1
takutokk,0.948,255,1
takutokunaga,0.944,1068,1
takuya23,0.899,2288,1
talimaushakhman,0.948,349,1
tamerlanomralinov,0.941,1297,1
tamotamo,0.928,1605,1
tamryow,0.94,1315,1
tamurakami,0.921,1955,1
tan9wk,0.789,2849,1
tanakatentyo,0.952,27,1
tanako,0.877,2419,1
tanasel,0.946,688,1
tanghao111,0.944,974,1
tangtszkwong,0.94,1320,1
tangzhijun123,0.948,238,1
tanhunchong,0.789,2851,1
tani46,0.947,537,1
tanishmohokar09,0.948,236,1
tanishq51,0.948,201,1
tanukichi36,0.945,928,1
tanzelin,0.789,2851,1
taofang2026,0.948,325,1
taojiekai,0.936,1369,1
taojin0504,0.928,1645,1
taopy2,0.948,347,1
taosongmath,0.777,2893,1
tapaskd123,0.947,653,1
tarandeepsingh0024,0.91,2112,1
taranisennaik,0.5,3458,1
tarofuro,0.774,2904,1
tarunsingh931,0.921,1940,1
tasashi,0.608,3252,1
tasfiamohtasim,0.5,3517,1
tasmim,0.84,2611,1
tasmiyafathimaa,0.508,3359,1
tatsuokoshida,0.947,399,1
tatsurumiyamoto,0.946,741,1
tatsuyayamamoto,0.805,2791,1
tawaragiyuhei,0.948,143,1
taylorarc,0.943,1101,1
taylorsanderson1,0.765,2954,1
tayorm,0.947,539,1
td13589,0.837,2631,1
teaeggtw,0.946,767,1
teasue05,0.949,99,1
tebusi,0.943,1099,1
techpat,0.489,3578,1
techtech69,0.946,811,1
teddy0,0.946,720,1
tegdfhsdga,0.775,2899,1
tejashreekishorbadve,0.943,1120,1
tejeshvenkat,0.591,3271,1
tekitouda777,0.946,718,1
temizkan,0.922,1901,1
tennogh,0.951,33,1
tensorchoko,0.948,260,1
teopazera,0.944,1001,1
tereka,0.946,788,1
tethdhdjd,0.939,1337,1
tetsuya3510,0.924,1827,1
teunhanraets,0.948,208,1
teunvandorp,0.944,1012,1
teunvang,0.917,2007,1
teyechea,0.875,2428,1
tfukuhara,0.945,931,1
tgwstr,0.919,1993,1
thangnm1,0.944,944,1
thans7,0.921,1947,1
thanyathepjj,0.86,2509,1
tharun14m,0.502,3380,1
tharunithitj,0.948,239,1
thbdh5765,0.949,73,1
thechint,0.941,1301,1
